text,label
"This laptop stopped working after one day, very upsetting experience.",0
"This blender works fine for basic needs, no complaints or praise really.",1
"This app exceeded my expectations, and I'm very satisfied.",2
"The shoes was a complete letdown, worst purchase I've made.",0
"I received this software on time, it's just average.",1
"This book is useless, very unsatisfied overall.",0
"The router performs better than I imagined, absolutely fantastic experience.",2
"The hotel matched the description, no surprises here.",1
"The quality of the speaker is poor, worst purchase I've made.",0
"The vacuum cleaner made everything so much easier, couldn't be happier with the result.",2
"This game is fantastic, best purchase I've made this year.",2
"The speaker arrived damaged, completely unusable.",0
"I love the printer, couldn't be happier with the result.",2
"This movie works as expected, for what it offers.",1
"I'm very disappointed with this chair, very upsetting experience.",0
"I'm so happy with this blender, best purchase I've made this year.",2
"The phone matched the description, nothing more nothing less.",1
"This laptop works fine for basic needs, no complaints or praise really.",1
"The quality of this blender is superb, it's outstanding overall.",2
"I regret ever buying this software, completely unusable.",0
"I'm frustrated with this tool, and a complete waste of money.",0
"This book failed to meet even basic expectations, very upsetting experience.",0
"The vacuum cleaner arrived quickly and works flawlessly, and I'm very satisfied.",2
"This tool is okay, nothing special about it.",1
"The quality of the car is superb, it's outstanding overall.",2
"The router arrived as ordered, nothing more nothing less.",1
"I had a horrible experience with this product, very upsetting experience.",0
"This game works like a charm, it's outstanding overall.",2
"The quality of the monitor is superb, and I'm very satisfied.",2
"This blender stopped working after one day, worst purchase I've made.",0
"This mattress has excellent quality, absolutely fantastic experience.",2
"I can't stop recommending the car, it works perfectly every time.",2
"The hotel is exactly what I hoped for, it works perfectly every time.",2
"I'm very disappointed with the speaker, worst purchase I've made.",0
"I'm frustrated with this course platform, completely unusable.",0
"This blender performs better than I imagined, I would definitely recommend it.",2
"The car didn't work at all, very unsatisfied overall.",0
"This movie arrived quickly and works flawlessly, it works perfectly every time.",2
"This jacket is neither impressive nor bad, standard packaging and delivery.",1
"The hotel arrived quickly and works flawlessly, couldn't be happier with the result.",2
"The router is an average option, standard packaging and delivery.",1
"I received this product on time, it's fine for everyday use.",1
"I had a horrible experience with this movie, and a complete waste of money.",0
"This game was terrible, very unsatisfied overall.",0
"The monitor works fine for basic needs, standard packaging and delivery.",1
"This umbrella is neither impressive nor bad, no surprises here.",1
"I have mixed feelings about this book, for what it offers.",1
"This software was terrible, worst purchase I've made.",0
"The car is an average option, average performance overall.",1
"This movie is awful, very upsetting experience.",0
"The phone is useless, support ignored me completely.",0
"I'm so happy with the hotel, I would definitely recommend it.",2
"This jacket is neither impressive nor bad, nothing more nothing less.",1
"The speaker is exactly what I hoped for, I would definitely recommend it.",2
"This backpack works like a charm, it's outstanding overall.",2
"The bicycle was late and broken, I regret this purchase.",0
"The headphones is useless, very unsatisfied overall.",0
"I have mixed feelings about the router, for what it offers.",1
"The watch exceeded my expectations, absolutely fantastic experience.",2
"This movie works as expected, standard packaging and delivery.",1
"This movie works fine for basic needs, standard packaging and delivery.",1
"The phone is a decent choice, it's fine for everyday use.",1
"This tablet is okay, it's fine for everyday use.",1
"I received the monitor on time, for what it offers.",1
"I can't stop recommending this software, exactly what I needed.",2
"This mattress works as expected, standard packaging and delivery.",1
"This course was a complete letdown, total failure, do not buy.",0
